gene	p	fdr
LDB1	0.0314914506492946	0.121537435348515
STXBP5L	0.0217077824273936	0.100962274213676
CTTNBP2NL	0.000158685882447918	0.00292234431496328
E2F7	0.0333274025552852	0.125299324219698
BMP7	1	1
KRT26	1	1
NDUFS5	1	1
CXCR2	1	1
AP2A2	1	1
CRY2	0.00118558981528468	0.0124973553290269
APLNR	0.0127071721385261	0.0745075991933087
GIN1	1	1
ROCK1	1	1
EHBP1	0.00582231557212505	0.0425673951636989
TK2	1	1
RAB3IL1	1	1
RPS6KA5	1	1
DVL3	0.0387678347369865	0.134231095332836
PCCA	0.000770031446723988	0.00912416400826134
TAX1BP1	1.70304066967191e-06	8.94254626732927e-05
NT5E	0.0157672681294586	0.0849076104950832
ALDH1A2	1	1
UBE2V2	0.00160412072691717	0.0154980884184028
TRIM60	1	1
RNF20	0.018240838664857	0.0916047782315955
F13A1	1	1
UBE2L6	0.0258878421504522	0.110602492279998
ADARB2	0.044348762295377	0.142726422288038
FAM179A	1	1
OR4K15	1	1
MIS18BP1	0.000149573090766779	0.00282671671896228
LPCAT1	1	1
NSUN4	1	1
CCDC151	1	1
ZMYM6	1	1
AFF3	0.048015853595472	0.147624169769116
FBRS	0.000397161935129834	0.0055598734724568
ALX4	1	1
KIAA0586	1	1
SLC18A3	0.00511987437222907	0.0386109052363778
BCL11A	0.00248649913728049	0.021680123650671
GDI1	1	1
ZNF329	1	1
WNK2	6.29418242403771e-05	0.00145141394497386
SQRDL	1	1
SAAL1	0.00134025255333824	0.0135318565517532
SOAT1	1	1
FAM63B	1	1
KPNA1	0.0148116780763412	0.0816140635447288
PCDH17	1	1
DRC1	1	1
HMGXB4	0.0328991295190451	0.124251391565912
ATAD2B	0.000870246941232765	0.00997746594554611
MGA	3.60240178359459e-06	0.000160883848598309
NANOG	1	1
ASXL1	1.62785069195606e-05	0.000509831286560518
WIPF2	0.0183424727924282	0.0918748442846428
AEBP1	1	1
EBF1	1	1
CNOT6L	1	1
ROS1	1	1
CAPN2	1	1
ADD2	6.28480240292785e-05	0.00145141394497386
SLX4	3.42207482726574e-06	0.000154925663253617
PAQR8	1	1
ZC3H14	1	1
TMEM130	1	1
CCDC97	1	1
SKA1	1	1
PTK2	1	1
MAGEE1	0.009727115417071	0.0620015817987941
PEF1	1	1
NEIL3	1	1
EPM2AIP1	0.0159742609133163	0.0854036470100653
PFKFB4	1	1
GTF2I	1.41444438808572e-05	0.00046034624381822
NEIL1	1	1
ADGRB1	0.00577408654251776	0.0422585349290484
PIP5K1A	0.0298792317158963	0.118618366494389
AP3B2	0.0156722083197008	0.084621537658935
TANGO6	1	1
AMER3	1	1
ZBTB41	1	1
FRMD8	1	1
NAA25	0.0444255307764068	0.142843301210277
AKAP8	0.00545664881980608	0.040523220073481
PRPF40A	0.0144970985627377	0.0803375860616534
DHX16	0.000759068275227013	0.00902511732961411
SEZ6L	1	1
IL1RAP	1	1
RPS2	0.0495938215678415	0.149336638324713
WDR4	1	1
CD7	1	1
PZP	0.00814011861957002	0.0545700880405442
KAT6A	8.0355256297443e-09	1.18231041166811e-06
FUCA1	1	1
ITLN1	1	1
LRRN4	0.0147234985200937	0.0813015702096651
CDC42BPA	3.52889247966829e-06	0.000159251138259791
TGFB1I1	1	1
EDNRB	1	1
CAMTA1	1	1
SLC7A5	1	1
METTL17	1	1
ZBTB25	1	1
ADAMTS3	1	1
HMGCS1	0.000125505539609412	0.00246217464858742
RABGAP1L	1.6413267964681e-05	0.000511782362033375
BTK	1	1
EXOC6B	1	1
OR2T6	0.0451343207335158	0.143683182411745
OR4C13	1	1
THOC7	1	1
RPL4	1	1
TBC1D24	0.0285114487387948	0.116198799856477
SUPV3L1	1	1
FLOT2	1	1
SYTL3	0.0439014886811245	0.142180621946442
RSPH1	1	1
SLC26A5	1	1
GLT8D2	1	1
DST	1.03463521606723e-11	3.04462967228117e-09
MAATS1	1	1
F2RL2	1	1
KIF20B	2.89417658829824e-06	0.000136267481032376
TCHHL1	1	1
PPP2R5A	1	1
PRRT3	1	1
CREBRF	0.00675563708566406	0.0475927051546159
JAG2	0.00348403248513459	0.0285633000688939
GPM6A	0.0122569309514923	0.0728964840799278
PVRL3	0.00110891657203585	0.0119386025762244
ZSWIM5	1	1
PDZD11	1	1
GALNT11	1	1
MAP3K9	1	1
NUDC	1	1
TYMP	0.0227944034401712	0.103861596320135
GZF1	1	1
POM121L2	1	1
CEP170	0.0105323423720645	0.0655949453286647
STRBP	0.010701982858296	0.0663297533450771
PCDHGA9	0.0219169656505891	0.101491011184728
NTRK2	1	1
COL4A5	1	1
COBL	2.20132536596327e-05	0.000645191495838293
ST14	0.0233562187414471	0.104951078700244
MFAP3L	0.0269920344215348	0.112837145071104
MAN2C1	1	1
FAM221A	1	1
FLAD1	0.0373013094895004	0.131781439760526
PJA1	1	1
NMRAL1	1	1
TRPV5	0.00529130904380429	0.0395669356444429
RAB9B	1	1
MIP	1	1
TLK2	1	1
BCKDHA	1	1
CLEC17A	1	1
DTX2	0.01924544710121	0.0947235675784706
FAM160A2	1	1
ZNF776	1	1
ZC3H11A	5.64783274136581e-05	0.00133480183341942
SLC22A16	1	1
CELF3	1	1
EPPK1	1	1
PLAU	1	1
SSR4	0.0138386661236862	0.0781179239114421
HAUS6	1	1
INCENP	0.0075248034422554	0.0516211018076044
PSME4	3.40362313861603e-05	0.000905346747925681
AP4M1	1	1
DHX40	1	1
F8	1	1
GALNT5	0.0427433973819046	0.140846667057777
COL7A1	1	1
MBD6	1	1
BMPR2	0.00141936927292385	0.0141286758139883
TRAF1	1	1
HSPG2	1	1
HNF4G	1	1
ZNF676	0.0175706911274304	0.0895328333427544
PIP5K1C	0.0224499945511363	0.1030234480295
KLHL41	1	1
GRIK2	1	1
PBRM1	0.0425457235934681	0.140772627256439
FAM26E	1	1
TNPO2	0.010436957200135	0.0652598585444473
DMXL1	1	1
MID1	4.57644884559587e-07	3.28133705299704e-05
CDK12	1	1
RGS10	1	1
ZNF675	0.0201789994431008	0.0969075198081479
VARS	0.0104982082949771	0.0654817770527048
ADAM19	1	1
KLHL6	1	1
NXF1	0.000953719194923181	0.0106830163586756
TMEM108	1	1
ISLR2	1	1
SHANK1	1	1
NAV1	1.10550868211465e-07	1.00098141890189e-05
KDM5A	0.0198481477449127	0.0961107599920779
MEOX2	1	1
CHAMP1	0.0426478607645834	0.140846667057777
ENOSF1	1	1
SLC16A5	1	1
CHAF1A	1	1
CFAP77	1	1
CRIP3	1.05920701575633e-06	6.16617048201177e-05
FEM1A	0.0277265137495782	0.114614283498037
SPATA7	1	1
BUB1	1.66959994011058e-05	0.00051621152858897
SH3KBP1	0.000665714140501163	0.00816251062029421
GAREM1	1	1
UHRF1BP1L	0.0302233348114653	0.119114007871637
CASC3	1	1
TSPAN6	1	1
KNSTRN	1	1
ZNF326	1	1
CAPN13	1	1
ZBP1	1	1
PIK3R1	0.000124201986899239	0.00243999035459214
DIAPH2	1	1
SERPINA3	1	1
MALT1	0.0111499980279213	0.0681201220347702
DMXL2	0.0221827513351346	0.102062333097321
CD93	1	1
ALOX12	1	1
PITX3	1	1
UBXN4	1	1
MDM2	0.032059160487524	0.122553624326462
GRK1	0.0229545662315751	0.104265434399383
PIGW	1	1
KIAA1109	2.66571892979411e-06	0.000130288165686304
PCDHGB7	0.00254605402473404	0.0221174742308538
FAM171A1	0.000932880128590285	0.0105163063179072
DPY19L2	0.036106341474387	0.129771519930208
ERBB2	2.75425239533098e-28	3.53671046218638e-25
ZNF347	0.00600054473013401	0.0435324572743415
NR5A1	0.003959026146295	0.031558264286917
ZNF775	1	1
RNF213	0.000295129312218074	0.00454106921032711
DSP	2.03870843506113e-11	5.33273271208121e-09
PPDPF	1	1
ECE2	1	1
TENM2	1	1
ENPP1	1	1
HPS4	1	1
MACROD2	1	1
HSPA1L	0.00624224235820279	0.0448913747041128
KIF13A	0.00146169008836152	0.0144279332621289
PSG6	1	1
CFAP44	1	1
PCDHGA1	0.00826446639081496	0.0552725320881919
TMC8	0.00703739868104312	0.049040201871428
NAA30	0.0479032896175555	0.147543385488001
UGGT1	1	1
SH3GL3	1	1
WDR25	0.000499670240159913	0.00660846642533592
ZNF804B	0.0226355479150105	0.103479290059337
DEF6	0.00040260328746457	0.00561933936308009
ZNF547	0.00264671846586669	0.0228235032541923
ARHGAP27	0.0216678601734926	0.100906863490426
NPC1	1	1
PSMD11	1	1
LMNTD2	1	1
MROH7	1	1
BEST1	1	1
USP10	1	1
PRAM1	0.0153995249521815	0.0840487982803571
SCML2	0.0446114364003842	0.143116822749203
